ID_LOTE,ID_FINCA,PENDIENTE_RASTA,TERRENO_CIRCUN_RASTA,POSICION_PERFIL_RASTA,NO_CAPAS_RASTA,ESPESOR,COLOR_SECO,COLOR_HUMEDO,TEXTURA,RESIST_ROMPIMIENTO,PH_RASTA,CARBOXXTOS_RASTA,PROFUNDIDAD_CARBONATOS,PEDREG_SUPERF_PIEDRAS,PEDREG_SUPERF_ROCAS,PEDREG_PERFIL_PIEDRAS,PEDREG_PERFIL_ROCAS,HOR_PEDREG_ROCOSO_RASTA,HOR_PEDREG_ROCOSO_PROFUNDIDAD_RASTA,HOR_PEDREG_ROCOSO_ESPESOR_RASTA,PROFUND_PRIMERAS_ROCAS_PIEDRAS_RASTA (CM),CAP_ENDURE_RASTA,PROFUND_CAP_ENDURE_RASTA,ESPESOR_CAP_ENDURE_RASTA,MOTEADOS_RASTA,PROFUND_MOTEADOS_RASTA,MOTEADOS_MAS70cm _RASTA,ESTRUCTURA_RASTA,OBSERVA_EROSION_RASTA,OBSERVA_MOHO_RASTA,OBSERVA_COSTRAS_DURAS_RASTA,SITIO_EXPUESTO_SOL_RASTA,OBSERVA_COSTRAS_BLANCAS_RASTA,OBSERVA_COSTAS_NEGRAS_RASTA,REGION_SECA_ARIDA_RASTA,OBSERVA_RAICES_VIVAS_RASTA,OBSERVA_PLANTAS_PEQUENAS_RASTA,OBSERVA_HOJARASCA_MO_RASTA,SUELO_NEGRO_BLANDO_RASTA,CUCHILLO_PRIMER_HTE_RASTA,CERCA_RIOS_QUEBRADAS_RASTA,RECUBRIMIENTO_VEGETAL__SUELO_RASTA,PROFUND_RAICES_VIVAS_RASTA
52,52,3.9,MONTA?OSO,LADERA CONCAVA,2,32,NA,22,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,ATERRONADA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,REGULAR,62
53,53,2.7,MONTA?OSO,LADERA PLANA,1,35,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,REGULAR,67
53,53,2.7,MONTA?OSO,LADERA PLANA,2,38,NA,7,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,REGULAR,67
54,54,3.5,MONTA?OSO,LADERA CONVEXA,1,45,NA,7,F,FIRME,5,NO TIENE,NA,PEDREGOSO/ROCOSO,PEDREGOSO/ROCOSO,PEDREGOSO/ROCOSO,NA,SI,10,15,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,70
54,54,3.5,MONTA?OSO,LADERA CONVEXA,2,32,NA,22,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO/ROCOSO,PEDREGOSO/ROCOSO,PEDREGOSO/ROCOSO,NA,SI,10,15,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,70
55,55,5.5,MONTA?OSO,LADERA PLANA,1,65,2,7,Fl,FIRME,5,NO TIENE,NA,ROCOSO,SIN PIEDRA,SIN PIEDRAS,NA,SI,10,"20,30",10,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
56,56,2,MONTA?OSO,LADERA CONVEXA,1,15,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
56,56,2,MONTA?OSO,LADERA CONVEXA,2,28,NA,2,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
56,56,2,MONTA?OSO,LADERA CONVEXA,3,22,NA,5,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
57,57,3.8,MONTA?OSO,LADERA PLANA,1,24,NA,3,F,FIRME,6,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,ESPACIADO,57
57,57,3.8,MONTA?OSO,LADERA PLANA,2,50,NA,15,Far,FIRME,6,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,ESPACIADO,57
58,58,14.6,MONTA?OSO,PLANO CON ONDULACIONES,1,30,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,SI,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,REGULAR,55
58,58,14.6,MONTA?OSO,PLANO CON ONDULACIONES,2,28,NA,3,FA,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,SI,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,NO,NO,ND,NO,REGULAR,55
59,59,6.5,ONDULADO Y MONTA?OSO,LADERA PLANA,1,20,NA,2,F,FIRME,5,NO TIENE,NA,PEDREGOSO,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,3,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,REGULAR,70
59,59,6.5,ONDULADO Y MONTA?OSO,LADERA PLANA,2,22,NA,3,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,3,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,REGULAR,70
59,59,6.5,ONDULADO Y MONTA?OSO,LADERA PLANA,3,30,NA,15,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,3,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,REGULAR,70
60,60,9.7,ONDULADO Y MONTA?OSO,LADERA PLANA,1,35,NA,1,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,68
60,60,9.7,ONDULADO Y MONTA?OSO,LADERA PLANA,2,40,NA,3,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,68
61,61,12.6,MONTA?OSO,LADERA CONVEXA,1,10,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,35
61,61,12.6,MONTA?OSO,LADERA CONVEXA,2,30,NA,2,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,GRANULAR,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,35
62,62,5,MONTA?OSO,PIE DE UNA ELEVACION,1,28,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,34,NO,GRANULAR,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,ESPACIADO,60
63,63,15,MONTA?OSO,LADERA PLANA,1,15,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,25,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,BUENO,53
63,63,15,MONTA?OSO,LADERA PLANA,2,20,NA,4,FA,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,25,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,BUENO,53
63,63,15,MONTA?OSO,LADERA PLANA,3,25,NA,16,FA,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,25,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,NO,NO,ND,NO,BUENO,53
64,64,24,MONTA?OSO,PLANO CON ONDULACIONES,1,20,NA,3,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,MUY BUENO,70
64,64,24,MONTA?OSO,PLANO CON ONDULACIONES,2,25,NA,5,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,MUY BUENO,70
64,64,24,MONTA?OSO,PLANO CON ONDULACIONES,3,33,NA,20,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,MUY BUENO,70
65,65,14,MONTA?OSO,LADERA PLANA,1,35,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,NO,BUENO,67
65,65,14,MONTA?OSO,LADERA PLANA,2,32,NA,4,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,45,,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,NO,BUENO,67
66,66,12,MONTA?OSO,LADERA CONVEXA,1,35,NA,3,F,ND,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,SI,ND,NO,MUY BUENO,70
66,66,12,MONTA?OSO,LADERA CONVEXA,2,40,NA,15,Far,ND,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,,NA,,SIN ESTRUCTURA,,NA,,NA,,NA,NA,NA,NA,ND,ND,ND,,ND,NA
67,67,17,MONTA?OSO,LADERA PLANA,1,25,NA,1,F,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"6,8,7",NA,XX,NA,NA,SI,23,,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,63
67,67,17,MONTA?OSO,LADERA PLANA,2,20,NA,4,F,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"6,8,7",NA,XX,NA,NA,SI,23,,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,63
67,67,17,MONTA?OSO,LADERA PLANA,3,30,NA,20,Far,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"6,8,7",NA,XX,NA,NA,SI,23,,GRANULAR,NO,NO,NO HAY,LA MANANA,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,63
68,68,7.1,MONTA?OSO,LADERA PLANA,1,28,NA,3,F,FIRME,6,BAJOS A MUY BAJOS,35,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
68,68,7.1,MONTA?OSO,LADERA PLANA,2,40,NA,22,Far,FIRME,6,BAJOS A MUY BAJOS,35,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,REGULAR,60
69,69,17,MONTA?OSO,LADERA PLANA,1,25,NA,1,fr,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,75
69,69,17,MONTA?OSO,LADERA PLANA,2,23,NA,3,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,75
69,69,17,MONTA?OSO,LADERA PLANA,3,32,NA,15,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,75
70,70,9,MONTA?OSO,LADERA CONVEXA,1,10,NA,2,F,FRIABLE,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,20,"3,4,5",NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,68
70,70,9,MONTA?OSO,LADERA CONVEXA,2,60,NA,20,Far,FRIABLE,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,20,"3,4,5",NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,68
71,71,6,MONTA?OSO,LADERA PLANA,1,25,NA,1,fr,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,50
71,71,6,MONTA?OSO,LADERA PLANA,2,30,NA,18,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,50
72,72,4,ONDULADO Y MONTA?OSO,PLANO CON ONDULACIONES,1,30,NA,3,Fl,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"5,6,7",5,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,56
72,72,4,ONDULADO Y MONTA?OSO,PLANO CON ONDULACIONES,2,28,NA,17,Far,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,10,"5,6,7",5,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,NO HAY,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,56
73,73,15,ONDULADO Y MONTA?OSO,LADERA PLANA,1,20,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,23,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
73,73,15,ONDULADO Y MONTA?OSO,LADERA PLANA,2,15,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,23,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
73,73,15,ONDULADO Y MONTA?OSO,LADERA PLANA,3,17,NA,18,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,23,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,58
74,74,7,ONDULADO Y MONTA?OSO,,1,30,NA,1,F,FRIABLE,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,40
74,74,7,ONDULADO Y MONTA?OSO,,2,35,NA,18,Far,FRIABLE,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,40
75,75,17,ONDULADO Y MONTA?OSO,LADERA PLANA,1,35,NA,3,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,60
75,75,17,ONDULADO Y MONTA?OSO,LADERA PLANA,2,40,NA,8,Fl,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,BUENO,60
76,76,6.5,ONDULADO Y MONTA?OSO,LADERA PLANA,1,35,NA,3,F,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,15,NA,5,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,MUY BUENO,62
76,76,6.5,ONDULADO Y MONTA?OSO,LADERA PLANA,2,30,NA,15,Far,FIRME,5,NO TIENE,NA,PEDREGOSO,PEDREGOSO,PEDREGOSO,NA,SI,15,NA,5,XX,NA,NA,NO,NA,NO,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,POCO AFECTADAS,SI,NO,ND,NO,MUY BUENO,62
77,77,2,ONDULADO Y MONTA?OSO,PLANO CON ONDULACIONES,1,27,NA,1,F,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,40,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
77,77,2,ONDULADO Y MONTA?OSO,PLANO CON ONDULACIONES,2,22,NA,3,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,40,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
77,77,2,ONDULADO Y MONTA?OSO,PLANO CON ONDULACIONES,3,25,NA,12,Far,FIRME,5,NO TIENE,NA,SIN PIEDRA,SIN PIEDRA,SIN PIEDRAS,NA,NO,NA,NA,NA,XX,NA,NA,SI,40,,SIN ESTRUCTURA,NO,NO,POCO MARCADAS,LA MANANA y LA TARDE,NO HAY,NO HAY,NO,SI,PLANTAS NORMALES,SI,NO,ND,NO,BUENO,65
